,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78
0,0.0,12018.460771059295,13696.094674222217,14638.22939861452,12605.235346658674,17079.9778239496,16583.79760945109,34761.78975308962,22922.40194089178,20412.574682710383,14998.170268644097,14650.731149007921,23574.733350474653,23624.156849827137,22123.795645689534,25616.74609152602,14673.448392811772,14531.083666235836,9436.650796390028,22942.739145015385,19948.642058386304,19602.379652942487,18328.9189296109,36215.0627700763,20594.4192291687,14156.96145309015,17504.722774640006,14722.308696453742,14459.65748698385,19541.598004500232,25185.59392003526,18268.058785485806,13025.125136506977,21707.30551444779,12604.028459620014,20057.22293944417,14080.419564321188,12788.391326330868,27432.553387590757,42406.455978959486,33810.866049617114,33646.43901988532,26171.574815621865,25307.953509714513,40460.27200035895,33557.75066889677,45685.499402645626,30507.688754503375,30428.680480367813,49740.34053235676,39085.94969053689,42049.894466620324,33770.55028679652,48862.00494930351,38415.492381153344,31989.172270709816,32354.25089025148,34422.921964516245,40412.09485914549,35704.57431116418,35669.506690379676,35944.864882445254,32282.122360850364,19268.79492699736,32876.044330833894,45702.13875699144,46111.80073739843,18081.77692025875,31008.871784380764,30423.62432932356,32702.039238890713,37121.09056669839,22136.34954071462,18180.27848929198,33783.757726867756,20580.97975932506,25258.29989772107,19277.15304960942,36375.35691990641
1,12018.460771059295,0.0,14699.406492943428,14712.532984120737,13383.185479078466,17464.106671535512,16840.07558755139,34686.811434442774,22641.818826518644,20638.702807230595,15110.808691765173,15145.651993288608,23912.657565631976,24251.042973841333,22478.09724947438,26126.9039478953,14839.996375876084,14998.013719711242,10116.012452826184,23601.619253001743,20441.31965746525,19970.767305463876,18466.6726962053,36240.24946085716,20960.22943227851,14181.931810999802,18091.826675769145,15071.91824589015,14730.949839555535,19750.198559335342,25365.24561614981,18410.335582865442,13203.361933267135,22190.182688492347,13269.659176603222,20287.330216464532,14410.452261438759,13263.219507649856,27977.828335522347,42365.669195205475,33909.97476101538,33684.722349508214,26619.36083329626,25502.838707291143,40377.207474489485,33727.21457397229,45397.87541726032,30684.534799877973,30943.01917096498,49812.735465042206,39543.84984389288,42339.783953730665,34281.61132730255,48847.74846859515,38018.02563050709,31841.161851089022,32569.437294200696,34467.67267057472,40727.01623971242,35401.44601175649,35930.55438610335,36313.33004190016,32337.69260464896,20285.015276091235,32845.45412823205,45333.15381415548,46142.39350421189,18301.393731799322,31371.350733379426,30528.13463989527,32779.40915934194,37224.54410538045,22370.726858770686,18175.839731532342,34059.652818335075,20776.098717423938,25344.569788226243,19581.45893394557,37220.67092365442
2,13696.094674222217,14699.406492943428,0.0,17015.935092879587,14919.481355621201,18586.82309395182,18621.13440404299,35944.05653841395,23616.286778487152,22147.607059286427,16407.49765141336,16376.88219255611,24393.723699925897,25113.262706814337,23708.306104456697,26693.604543871712,16836.949614526326,16298.368924448567,11693.284055596507,24092.897152830992,21490.285555304126,21113.48100867053,20024.74080074371,36872.53879384483,22064.966109049532,15946.784313543993,19110.6812644464,16527.86560507555,16811.018282838977,20797.983702657784,26309.268051804993,19831.700710034173,15067.222647961553,23278.019310715947,14358.315470677773,21130.831835589477,16021.74050614166,14445.657544685175,28359.391195831147,43497.80583588886,35141.525835255285,35016.347383258486,27826.955755772637,26863.116026274176,41968.67764421799,34326.511757529064,46065.042659881125,32279.83297625521,32257.280989438957,50982.40693230923,39970.29356586962,43191.84594841972,35366.87400507637,49978.99426393235,39337.335070623565,33116.73570055117,33450.55364082918,35283.47199597958,41056.26073126304,36386.18968579927,37237.15150585487,37449.44016643573,33946.95741715428,21526.62519113637,34078.813672882025,46957.201499583476,47139.564514440935,19903.748754000313,32501.534707879768,31976.045800078835,34511.927982362125,38241.57265384375,23379.549833364665,19558.938936373303,34636.84027553936,22595.575805029148,27237.83194340897,20759.1859471801,37828.36520984641
3,14638.22939861452,14712.532984120737,17015.935092879587,0.0,15334.537716686133,19891.32074511677,19075.296733836447,36952.02727645924,25191.926311687635,23149.9794999199,17436.026760945304,17215.784838517768,26559.47628628724,26470.230177141842,24735.19584150563,28360.11449749181,17175.956237040853,17279.66421655034,12984.8582108085,25546.00227531858,22849.01764232531,22158.94277937489,21279.218487009915,38367.15668570485,23004.158626948403,16881.04625667616,20413.605630333153,17347.221948802744,17221.350804892845,22237.771455835304,27258.95402077268,20935.284978238185,15462.660974587008,24322.593205081397,15943.451229588867,22886.424030722075,17255.077435673447,15977.283241568308,30276.07551216231,44220.368212769245,35732.28761700831,35717.78196509918,28296.737698943933,27930.437684586646,42426.87097415623,35522.7017403466,47521.741724298285,32346.891945337713,32632.90487221097,51583.29742815525,41227.6894315448,43996.4095123442,35715.39227246188,51079.676619461294,40617.45602387062,33500.95981428291,34220.29831485792,36259.586007174534,41935.278213315214,37374.31317302,37875.87850045176,38091.80629367955,34100.78332227473,22284.34087752676,35069.74557143221,47350.660277677,47874.24747424657,20823.266774317537,33586.33025837764,32620.320509885496,34784.76996256685,39273.41208955825,24557.03973073839,20772.88368338799,35841.77054298968,22993.28961007748,27716.80384419826,21843.803092747374,39172.19353823603
4,12605.235346658674,13383.185479078466,14919.481355621201,15334.537716686133,0.0,18230.501463740122,17861.824444240116,35685.89570382006,23595.04591146503,21521.191434613596,15623.529007292322,15932.97834316229,24810.848153179468,24681.724049948953,23018.709211061727,26753.034051476898,15431.959551564194,15618.223724719935,10707.145704985869,23975.35441299374,21142.21798865047,20674.15390871399,19151.126239830366,36784.18720593607,21288.231121461722,15170.25362839629,18630.801949560147,15613.662386927654,15676.708352122057,20296.2489318533,25854.007862457704,19139.571291588454,13806.178731505495,22423.13005117169,13656.959673059808,21017.486088806134,15282.187560954637,13799.933673014524,28603.959669443437,42639.34898012909,34416.78274211746,34350.43927067742,26745.688771946472,26244.821996158156,41150.53137323481,33706.0885033336,46292.33535891588,31074.92880463596,31378.385118319384,50219.226735367956,40122.6526209824,42573.136086709615,34287.49565196827,49603.54919978771,38909.819497430384,32658.708278606427,32618.792605721355,34826.50990819308,40789.5982604031,36133.201311943856,36651.53990134857,36652.54466533726,33085.99818302921,20387.25090604323,33592.79721264282,46388.14525609605,46963.25078366763,18821.457823653112,32164.503183084846,31121.500690991197,33324.265290641226,37792.63290896333,23009.754111119055,18843.851666895785,34703.35529831691,21358.74462993648,26020.063338085907,20077.808861229874,37540.48072269131
5,17079.9778239496,17464.106671535512,18586.82309395182,19891.32074511677,18230.501463740122,0.0,20590.846199941963,34986.71075608507,25770.818100997727,24390.71176734498,18832.760243254044,18414.15024962813,26457.237944217035,24719.660674271505,23401.046195611096,28525.7400004154,19053.361038737476,18792.335310365954,14516.05086955826,25255.182315760638,22731.371812876663,21966.38473766692,21374.94463652675,37640.987251814375,23795.839603198947,17939.831664186255,21399.00376020909,18600.317561615942,18870.260863660213,22956.178708067808,27783.52930388077,22334.655882679574,17091.96150423031,25773.835000096482,16929.323285243358,23481.839136481733,18261.592581499313,17099.503701214497,30067.233426727453,45254.127560155044,37006.60681910958,36881.46769620331,30089.22021703816,28636.60831979891,43193.622816755546,36506.59119921226,47840.66351834277,33268.01506282865,33402.25010004833,51845.20696334637,41048.76029373435,43129.40343917829,36284.60557509974,50075.05478133285,40964.63738216058,34458.53823245615,34743.387716253324,36259.727598404614,41635.893495601944,38266.50658824991,39260.28496477642,39323.06738434985,35364.96519193009,23648.519315262933,35637.707990937306,48133.50872186794,47768.42423922525,21974.03435851875,33915.95145483829,33796.498068185465,36096.23112045803,39676.22978737416,25583.453832682986,21398.26531806365,36766.82591419636,24840.75689051973,29047.297406870686,22971.93578097433,38985.400851376566
6,16583.79760945109,16840.07558755139,18621.13440404299,19075.296733836447,17861.824444240116,20590.846199941963,0.0,37266.16790665251,25768.93712461006,23984.15037110734,17645.790073469623,16887.12738237932,26623.96199067669,27122.19225163331,25298.26412499836,28567.89507308534,17526.208363529,17069.842513310057,14756.297284813754,26631.590468910224,23363.403346651718,23497.637419595798,22389.898898072413,38357.139859620685,24110.568679045286,18100.083787518433,21374.9169098734,18681.088117845018,18927.591169231393,22976.9618263886,27890.129265202446,21770.697784010197,16970.530401781936,24913.863643951023,17185.60062780083,23415.93086917042,18141.529534285255,16772.503416774893,30339.037354455588,44847.397203238266,36382.355229336354,37100.27027636583,29603.310627266368,28384.798380021395,43058.92517047632,36054.647980283036,47925.94290280533,33483.9123347113,33424.23870149327,51566.667098323414,41477.344759731415,44785.08493785051,36119.558983387105,51308.03675486424,41002.410459527804,34673.50109190619,34910.56282039254,36916.88597371942,42236.409558223204,37748.530246137336,38027.82929192726,38436.39002510363,34889.65143221384,23198.719137193326,35476.80680397652,47549.991556102235,48789.413842948175,21530.41353129571,34503.303660036865,33278.83786478734,35260.207131029514,40062.037449922005,25083.660254900085,21561.129164047197,37043.338696313345,23992.220375942397,28378.002825772524,22592.97799417818,40293.71435012897
7,34761.78975308962,34686.811434442774,35944.05653841395,36952.02727645924,35685.89570382006,34986.71075608507,37266.16790665251,0.0,40675.70013018139,39497.96818046267,35577.529410572846,35596.69185812687,41645.21127954285,39384.32760279684,38732.01468656027,41718.50662678353,36412.44498102629,35741.18507199487,32691.05143497768,39828.68055445458,38454.32396823421,37532.704987397294,38007.498970545625,49258.414691899336,38859.25613238341,35139.51623104026,37764.19831471547,35374.42002751266,35612.01507051858,38392.056568955384,42116.20729313668,38435.960578236256,34737.11645217993,41884.46474239863,34117.359951652215,40295.801946243744,35333.657984413636,34047.53356585922,44722.76901957503,58694.98116558099,51106.021643753935,51347.32900491179,45149.866517040784,44442.06532639875,55894.61305458075,50727.06746613683,59306.26819289011,47265.88581161583,47445.65833497763,63831.97887527295,54116.91401126244,55639.849328690114,51059.61359577058,62958.38205573069,55079.740236704565,49200.17702419644,49571.60236214887,50471.96893899061,53164.44443442286,53145.253765409856,53259.18683579838,53027.778616821146,50145.7030050438,40420.85019502783,48851.64299166748,60817.272556284035,60826.32477247934,38177.919376164835,48605.74445182744,48821.32130660973,51148.57285367916,53670.530352471374,41401.59236838639,38099.904629863464,51201.55991739173,41370.18170387621,44668.16498154506,39538.75542627454,54134.78595670964
8,22922.40194089178,22641.818826518644,23616.286778487152,25191.926311687635,23595.04591146503,25770.818100997727,25768.93712461006,40675.70013018139,0.0,28313.12090781447,24011.066757418932,24202.90323796815,30243.90433401253,31395.455102567863,30112.380095466986,32971.88586681816,24275.151825651243,24114.094032333083,20333.461630612786,30416.22964757828,28152.917124792202,27426.256890640798,27077.63877919018,42256.15687103372,28526.006944950237,23429.90250073359,26417.99902947093,23674.486150378194,23511.603092960726,27800.778328486424,32805.41018884935,26858.408937428434,22541.532423410004,30612.841629199014,22561.46200883259,28975.414360603227,23257.051534841623,22459.79213257889,35184.273524433425,48915.43576095723,41055.308036321316,41220.34035890368,34629.733139496115,33451.01356917699,47210.15353683985,40135.255264100924,51247.471872948016,38032.43253804163,38255.57622803436,55565.523394360454,44780.288987988155,47889.313188784225,41274.345274006235,54782.32258845691,44817.428357818266,38611.016436967395,39558.86748460441,40714.79827539018,45718.08260601868,42615.46645600906,43104.68317023269,42591.38507603778,39270.50618768693,28954.8641600987,40110.0932300766,52035.60115838186,52367.54994748745,26989.273876541854,38236.00405677209,38199.997157722624,40904.40731380745,43881.22715383634,30611.73869137887,26972.268595074867,40441.840911209285,29690.515100563414,33916.32391051792,27984.729331464925,44127.87261865979
9,20412.574682710383,20638.702807230595,22147.607059286427,23149.9794999199,21521.191434613596,24390.71176734498,23984.15037110734,39497.96818046267,28313.12090781447,0.0,22161.442990472216,22427.006284469306,28692.716576273895,29609.09516688744,28055.773637135815,30444.038720361197,22210.778394629284,21662.253434017235,18324.09572861807,29324.96493882915,26004.228334035553,25742.76621401838,24029.684119406815,41779.10457705972,27263.19014865225,21424.491783501937,25064.63634119928,21891.862477058097,22303.94004449311,25683.996249121687,31782.604787398373,25356.70024317159,20211.13782426745,28429.523755017384,20543.527379640625,27135.359291406297,22100.11759321292,20601.343496836256,33681.68717423233,48236.561574448475,39940.59249055234,39998.75354064564,32860.86601617168,32115.15728199196,45902.45280596494,39547.07349448349,50700.08846815693,36543.27090865706,36386.217263325925,55078.19666927709,44290.121072314854,46676.24081814175,39683.0869048212,53885.9219093173,44000.53015664199,37494.878834302144,38177.87489055248,40103.982391317986,45204.58036620786,42015.96388040348,42285.25051705389,42054.46963215647,38660.46551037481,26763.51708994734,38603.59574516544,51017.063892476,51436.59508843728,25441.04175207572,36980.15508132025,36946.0941533218,39201.1330887832,42440.868597005356,28793.635976272282,25248.65296103435,39741.9845359831,27943.13922170867,32073.23069931023,26502.55426697949,43471.53427390081
10,14998.170268644097,15110.808691765173,16407.49765141336,17436.026760945304,15623.529007292322,18832.760243254044,17645.790073469623,35577.529410572846,24011.066757418932,22161.442990472216,0.0,14971.714810216883,25035.16798359844,25170.03091129904,23736.876684571926,26937.08275840898,15871.023393126708,15283.519982708913,12488.239517171749,24957.439480683763,21607.514922312224,21680.83509334233,20144.02655690378,37361.41099987228,22584.575228386042,15938.09119257264,19721.88188451305,16401.168595893872,16873.927535481227,21360.62612545978,25659.47552638855,20101.305267463817,15092.746223546766,23224.267999882635,15240.957303987074,21615.10467269604,15977.545592272363,14850.45985393263,29536.29565563354,43750.90977376078,35126.526838986894,35737.60271285511,28252.47282211525,26659.328992560764,41227.549219027205,35002.240089094914,46798.05623059479,31821.161637032164,32153.089719580432,50912.612619814725,40326.18759739865,43047.42900461269,34687.99384601627,50321.200269288536,39653.99763097878,33278.917046519564,33781.91686470458,35215.244851746225,41368.55798127932,36712.04635947635,36928.39564922363,37104.28123183776,33059.25296940396,21880.369420933937,34020.372930507285,46354.16600206955,47482.90576672653,20068.88119889355,32406.813340434604,31688.45165829967,34537.03812622463,38819.4592042186,23997.981227765187,19863.249499506936,35706.19419339205,22652.435479972555,26740.912071841758,21044.150747481024,38705.05071886598
11,14650.731149007921,15145.651993288608,16376.88219255611,17215.784838517768,15932.97834316229,18414.15024962813,16887.12738237932,35596.69185812687,24202.90323796815,22427.006284469306,14971.714810216883,0.0,25356.131422616556,25103.848004738913,23759.485682446975,27191.935678670383,15740.07196548977,15510.012956679466,12386.718731493453,24721.855569095896,21834.657516796444,21375.89004914267,20274.197667040295,37531.60169601016,22602.645271899743,15762.198683257744,19635.99338303753,16804.798320687816,16191.760104445895,21200.31075742563,26316.891070021757,20155.594668181802,15263.039556395099,23028.686515611516,15137.45569703273,21729.426589754865,15919.19958623188,14896.946426753839,29140.1628782477,43937.288252725426,35399.566912957955,35535.58934707048,27697.00801855503,26750.843074463908,41342.02547198745,34718.29584266837,46176.52941146874,31818.708729677248,31670.867595648357,50497.86307986446,40526.705498022304,43090.828427360226,35075.374895419656,49770.99442853468,39601.324126748856,33408.614315514016,33290.48512492746,35348.455140316815,40920.53823327721,36047.749757247344,36451.84395924048,37268.67464974803,33196.389043298674,21650.29734933119,34181.61763692278,46490.014986289345,47608.72117554609,20130.190877506328,32866.968130400994,31847.239006232165,34282.214857945524,38372.9394987798,23696.79490617523,19660.422243139117,35676.20907199829,22444.273496050053,26774.00853348225,20790.54600014989,38437.696363633106
12,23574.733350474653,23912.657565631976,24393.723699925897,26559.47628628724,24810.848153179468,26457.237944217035,26623.96199067669,41645.21127954285,30243.90433401253,28692.716576273895,25035.16798359844,25356.131422616556,0.0,31747.870317546753,30650.052970177014,32600.189106395148,25845.2455491974,24920.08412134618,21557.577208771203,31644.82410669371,28958.118429794096,28640.540090508977,27524.936435300915,42949.47001521389,30061.693375937877,24960.755320575885,27402.201633691737,25176.29742674861,25028.64385950879,28445.766819799122,33729.47001435141,28236.121850500178,24267.58691324897,31813.586301940908,23601.859164222686,30370.58033807828,24722.21204539141,23563.028160257,34729.06062600853,51005.09466863343,42530.89039132614,42530.86945298862,35811.77700373931,34662.15859162054,48828.81361841098,41510.82541847934,52145.56422304661,39313.77121986836,39369.12781840506,56380.79609127031,46796.579688498234,48912.75821451998,42321.038804097334,56104.884722475275,45889.4243791664,40489.93316561357,41474.482091393984,42330.77028997936,46920.74880676849,44391.76308224235,43770.65270322532,43997.295672378765,41294.70759911871,29881.624890178187,40839.666332065666,53321.71816272811,52785.7431440893,28234.17930120044,39405.97457382054,39893.909566170994,42088.88773550544,45592.45365206537,31664.758729901467,28314.598940424003,42625.61516847803,31387.75524970204,35409.407155489294,29502.979994619564,45721.65699872728
13,23624.156849827137,24251.042973841333,25113.262706814337,26470.230177141842,24681.724049948953,24719.660674271505,27122.19225163331,39384.32760279684,31395.455102567863,29609.09516688744,25170.03091129904,25103.848004738913,31747.870317546753,0.0,28536.73152201648,33600.25602223842,25606.538200574694,25153.898944511253,21585.747799730663,30449.576185170212,28159.987114892658,27191.77012249885,26881.348279824488,42299.6691119532,28871.334427192924,24832.263920266963,27181.534473868374,24705.761355241397,25119.486232062136,28431.359262698697,33666.24755724772,28566.81188658406,23832.712484960495,31293.483118218268,23217.437537791946,29152.721696662986,24740.10955793673,22940.22817347434,35053.76709796147,49522.64206946354,42397.376089180994,42666.07022913499,35066.085921047095,34313.29083827253,47499.7257681734,41761.35509693325,51837.10580686707,37973.90955729447,38677.55349327089,56969.02215271232,46296.121203863164,47499.536729453925,40684.084545729136,55046.57937639768,46179.611460516346,39822.72546005136,40197.91261138278,41514.84572387128,46525.227721974356,44179.899363247445,44565.25446218608,43866.58182294447,41251.837203747404,30133.134336890438,40822.63557314841,54102.26788397297,53028.17490075166,28197.12578593979,39573.57035508628,39432.89297041021,42769.22976210411,44910.415827537734,31210.92817233282,28103.9389953457,41101.8186243001,31355.673497013377,35256.85285643602,29402.085583002565,45183.55385876804
