,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78
0,0.0,8841.854028706812,9790.214599415352,10076.413742470253,8574.387812937517,16084.46642466274,13775.57497945356,33774.919381014355,20712.235496173755,18807.01998374625,11886.88688943167,11489.238957252175,21856.21450327868,21789.961166582332,20616.141969778953,23990.012764466177,10357.155753601555,11724.172137783546,9684.6762671259,21619.99421612518,16860.668717399018,15748.886780359237,14817.818404775111,32455.1141325626,17174.023373763226,12705.184164821252,16023.156279986662,13336.74682896922,13422.170104645498,17356.92537791088,22497.994421783576,17663.413595462032,11371.491980818846,19405.2866567437,11233.992419892305,17798.186823736018,12455.443209926383,11933.229267507726,24099.151103616463,36307.07039954375,30677.29882907082,31069.641379611934,22745.048253035005,22026.78071418734,33047.008656733626,30668.20494076976,41732.37551153143,30173.157424346045,28843.86115701821,46575.86230526165,33812.14137174944,37665.472323291455,29648.242010613925,40503.90461927348,34995.75735662061,29906.67119387002,29356.72173500512,29716.539507371697,36708.500057354286,28286.471012026053,29022.681205529283,31214.355094450515,26281.60080362671,20083.106783163257,29657.652443466137,39730.53054844941,38009.545508316565,17341.270468784736,27789.679376462307,28818.020026964638,28359.131053344758,32964.594649192935,21601.86396259489,17578.306886976952,29686.537309541243,19295.06186628561,24434.638786015148,18175.95672518312,31880.69549247811
1,8841.854028706812,0.0,10802.615171291014,9762.09387340612,9290.05321870188,16199.945021197902,13553.746027977797,33331.491976868274,20447.39784297328,18333.787118085194,12162.63474416527,11030.887137101574,21724.57949015556,21898.864953626908,20530.848643258512,23605.563223892706,10104.029123846216,11652.209754320837,9746.162391896185,21292.063237634724,16426.666121166752,15671.021500891125,14601.17259320741,32506.11318509746,17380.91555528939,12014.211290729538,15746.764395087492,13479.498753222575,12817.828800200441,16921.969061666055,22181.317371836252,17613.586041233324,11514.42082472833,19073.905470152724,10956.769991873833,17722.26622292462,12604.720023312058,11479.312822511833,24367.981991725752,35922.57166437114,30460.532854045676,30466.14460864572,23071.525392978438,21730.925602354146,33046.92105526791,30663.96213319316,41661.990192018435,30199.789797249883,28985.275968648373,46860.21479456903,33587.63812075628,37500.1067899912,29368.097432240633,40177.75923966262,34955.12289351226,30061.1919702034,28937.59740884771,29550.98295412493,36710.07324372692,28573.24020685186,29067.09154348991,31214.82272772914,26309.706840899595,19875.281882412793,29759.396082578656,39616.523105030596,38279.23457845278,16991.963703030597,27708.747680598837,28582.214161894295,28135.714159473806,32940.199265834155,21506.73717661482,17465.904811431963,29690.001083828698,19027.34154064792,24247.212204224918,17978.995047568744,31908.392023633212
2,9790.214599415352,10802.615171291014,0.0,12591.790683114308,10835.685425711954,16621.497735792993,14733.34739952087,33108.23191229176,21013.04068328294,19298.773109552734,12414.071481272395,12161.444470575385,22363.88675161961,21830.855764880052,21131.16466950133,24267.636358899916,12438.155885607279,12082.28905797426,10894.206965013263,21818.26926426773,16484.57434700066,16549.09075979238,15503.338600760078,32803.28293090552,17659.51689155046,13097.807081839339,16100.823686568887,14231.071256768293,13813.108116196108,17853.13613258569,22704.44151648292,18201.113556607506,12360.332600352607,20062.31566323934,12325.094842709144,18355.412738021674,13243.06621713361,12589.245533225267,24714.938415461667,36686.574533394625,30545.018170076684,31053.79910581956,23888.98021207949,22718.99162222963,33444.376947654186,31196.289765028698,42067.009698374495,30674.68216865362,29538.126045157038,46990.12260812176,33971.98576173628,37809.87398418539,29919.444579012525,40652.21597868917,35476.78436129244,30630.874024333414,29457.464736744787,29870.77985280976,36857.500669564164,29370.53698379496,29713.12520011724,31676.72947581943,26925.43636669947,20790.056634077828,29785.539269098022,40031.20274437015,38920.191356827556,17962.964472255375,28404.532135485246,29173.67206114468,28547.58918694463,33719.05088532867,21842.011976583042,17715.899631684028,30323.231976939638,19591.903370286833,25066.10454285041,18558.300392595953,32437.404130216648
3,10076.413742470253,9762.09387340612,12591.790683114308,0.0,10439.508795887517,17505.51493882616,14335.934292705453,34343.446947078315,21177.647602281213,19370.42278707065,13560.531945673984,12892.035714306743,22633.425900125327,22867.74449307999,21545.555279691478,24819.615815239787,11126.137523147165,13043.915529096443,12291.173707722495,22478.19708160447,18083.089840884753,16723.662112093825,16192.65091576342,33292.505012902984,18425.982005216978,13566.359999419716,17186.14112127639,14543.997451388339,14979.75825643084,17832.708787727253,23174.289569804176,18790.589853865626,13000.192605035776,20432.77169602765,13120.59253144453,18801.25053646969,13846.702300583236,13736.48240120912,25239.516633168143,36208.36617094562,31108.215654307765,31404.13643779009,23511.811834161148,22602.610403969356,33877.557809719976,31416.920687347418,42500.841177028924,31087.7958859129,29549.802488815287,47657.20682050647,34470.92162715017,38230.82993079701,30519.427079682973,40927.4904961789,35918.39332808837,31075.455834830493,30211.82538242194,30424.78187244929,37674.46691900466,29835.682699480843,29963.621515736828,32194.999970907986,27521.86332606923,21290.50685267589,30761.739415741664,40104.82490450265,38958.30396161831,18643.72111552625,28668.309446122137,29460.564956811664,28805.2456353012,33726.144507439225,22556.89320599543,18787.669663721957,30454.837462604475,20605.958248300773,25111.426776003038,19256.343784518533,32702.321285185135
4,8574.387812937517,9290.05321870188,10835.685425711954,10439.508795887517,0.0,16725.357904886536,14171.354454798848,33731.65617954121,20543.249827564414,18933.0688010809,12257.530192292968,11959.63543683174,22059.58100689398,22089.343241091286,20883.032170649654,24391.579517683545,10571.051535559529,12496.437599841547,10397.85919184946,21816.56425757735,17154.843012119392,16052.187740141719,15301.032655330831,32730.298586455214,17605.129324954516,13201.308784456543,15972.161681878515,13776.327538259442,13192.789859388127,17744.400221410197,22636.3516050606,17812.79231792756,11807.912139902712,19427.75809254839,11866.563991036215,18625.11023797579,12720.001158340376,12419.774705402087,24565.542163584716,36223.482695186765,30434.939476660253,30949.85725316941,23052.751521730992,22084.082936256753,33008.520856501134,31046.224820323743,41915.07636078127,30185.551852248147,28949.26592696699,47086.23677927279,34079.95376031665,37622.88351891774,29093.57203182487,40449.21775117659,35301.39086580486,30506.849345031136,29184.25358161426,29989.308317985575,36907.912299821306,28990.835745296143,29211.696699560525,31035.843718048724,26453.370215027022,20091.10081253918,29517.349522225544,39371.71723029752,38680.031545573926,17299.333237956685,28042.45192527503,28775.395159995267,28388.45700499983,33328.657582285225,21680.317598561764,17823.17933050247,30023.899396687597,19217.668692098294,24501.40397616119,18187.831309175814,32185.038101382837
5,16084.46642466274,16199.945021197902,16621.497735792993,17505.51493882616,16725.357904886536,0.0,18534.215108236996,31085.953331478286,22205.746192632723,20015.960742638348,17377.219665347944,16708.311076981536,22610.3157266538,18678.494500641544,17748.467137649033,24909.965935015614,16763.20056557086,17036.68689346765,14622.14848593867,20428.0445015092,17757.804476313777,17621.596778394574,16923.698454288013,31597.256691759972,19188.59840912115,16342.674028685862,18211.363892733192,16801.012792442783,17333.16534851891,17921.903635933166,24079.869632237438,20164.944750530896,15458.96922042733,21240.71037456389,14557.282942982825,19671.327557911434,16306.065468502433,14954.029048543622,24747.994058357417,39242.56430880133,33337.04971865438,33528.02436080812,25903.350481597143,24976.665631296823,34837.409748292965,32085.73314601257,41810.413814939326,32652.468764550216,31425.091509285045,47168.16614926904,34497.13596824259,38602.91999515858,31572.920914404232,41200.48889369201,36086.87900284767,31518.094880555036,30984.485483698765,30223.516744372635,37265.96543704362,29791.337898534417,31031.601061523063,33247.8870342581,28278.634936580278,22554.531019717302,30788.007072429282,41684.38565429942,39284.639535283546,19392.485748393887,29176.405179090583,31033.68122081646,30815.773305625913,33643.96490327583,23458.29100359441,19342.32768650543,30750.541195017697,22754.248752470423,27092.407090840927,20272.34232534299,33444.7505958262
6,13775.57497945356,13553.746027977797,14733.34739952087,14335.934292705453,14171.354454798848,18534.215108236996,0.0,34611.472660589614,21585.564639962595,19888.847483333506,11474.766144954616,11534.215962023047,23245.06658207416,23037.2582059748,22587.104239661414,25404.961403409274,12964.79998969479,12242.630518761727,13999.63078772693,22787.558429607743,18806.470022677946,18196.814708416154,17772.304486879635,33603.54071919374,19050.136925675153,14410.42352575956,17477.02487302031,15806.589416790259,15036.050656732014,19420.99879580266,23337.369080622095,20233.74556493458,14242.67275530211,21126.020697901207,14872.272603704585,20575.12074969372,15083.038746285763,15154.208961730554,25805.48297083578,37782.25735238685,31435.898724896833,31849.769616217767,24915.346453400925,23544.769590146592,34260.75279721086,32301.533512847906,43110.51718356944,31391.48038701501,29626.97566829287,48224.41927226177,35459.35436586638,39148.16125925037,30221.907868780643,41972.03233991695,36668.48519594678,31955.699441509503,30768.0742014441,31619.44867128032,38314.03169713027,30934.294550185667,30608.11723498829,32562.00709832487,28065.393330290357,21712.371031663803,30663.28829819016,40568.880065247315,40001.61220108903,19898.22197354552,29641.61535423054,29632.878470959233,29338.922826254242,34406.54683841233,23638.53806139384,19462.62431387472,31345.29788562009,20869.063847169153,25096.637259563413,20090.421664327594,33528.837950969515
7,33774.919381014355,33331.491976868274,33108.23191229176,34343.446947078315,33731.65617954121,31085.953331478286,34611.472660589614,0.0,33649.7433895378,34046.38372136512,33702.56339629345,33449.04498505206,35136.1562386595,32253.13876402357,33722.528663307035,36928.77904183998,33844.77117454586,33421.16205742459,32346.282695649923,34044.39267909748,32305.157111228666,33245.29538226371,33388.36625356953,39659.212801942456,34274.76258081058,33374.905537450286,33821.039512208954,34413.35986787379,33967.10154468249,33516.173459747195,35371.32086423327,35483.18227466304,33579.1038485458,34864.47688546792,32032.668751152698,34859.57942975358,34014.58957656851,32190.888741832678,38017.70670762995,48115.13778967769,42360.56858599447,43295.11208049588,39490.29090754603,38287.46996590331,43816.23604072965,42817.91880721108,50583.918071293716,42308.26073793914,41914.0864981707,54610.45201024797,43594.146856659834,45994.11474228232,42057.46463669126,47963.58528155717,45545.246384441445,42703.930217129986,41696.97198545309,41798.75583560052,45100.42183203591,42145.25756676851,42053.25332280581,43257.40730555387,40328.35539404741,36719.33589642423,41677.65246088442,49174.4589162902,48085.58725344039,34320.10269696552,40740.68503264135,41806.64310770253,40937.84074609733,44652.863256631514,36957.805980464065,34736.10480012721,42387.3581023183,36656.91541828977,39143.362183087695,35573.19347020309,44291.27984507061
8,20712.235496173755,20447.39784297328,21013.04068328294,21177.647602281213,20543.249827564414,22205.746192632723,21585.564639962595,33649.7433895378,0.0,20767.64675319256,20610.760709044953,20773.251972503684,22163.550493451137,25192.154443022246,24319.403660738135,25731.22391636556,20571.78269820702,20883.14577603436,18856.11664783653,26040.16036814236,21810.814159873516,21720.82377588074,21627.46723228601,33632.78706181294,23435.06269424025,21065.42016965167,21004.662643073276,21754.204786751226,21475.71377259288,22738.229139559196,26052.8795471192,24372.48204602344,20502.014727294365,24625.279595569013,19553.13265006157,23889.6784644847,21254.650280072776,19929.53849936465,27703.11490512724,41155.71131353152,35008.380653566914,35757.47310127109,29409.49889109182,27857.566002518168,36900.36480492294,33659.28022015927,44011.66512585627,34984.30342880969,33825.45472523152,48308.914943900294,36699.20349032054,40214.682405445914,34598.38790523449,42703.456616172705,37051.34545813224,33990.10817007899,34421.09749103168,33227.45082849646,39800.09298550591,33353.02000798253,33037.51345354163,34782.520566027604,30977.32614996722,25428.259007292247,33951.773420964826,43208.01502347252,41894.96451778695,23818.675554998605,31501.89440270198,32913.49358933864,33231.1978351969,36541.32894176912,26862.0962506489,23866.872813467842,33908.415253524865,25185.26534858757,29322.477644718238,24312.723232292476,36482.40217704457
9,18807.01998374625,18333.787118085194,19298.773109552734,19370.42278707065,18933.0688010809,20015.960742638348,19888.847483333506,34046.38372136512,20767.64675319256,0.0,19350.19989396957,19047.003284187107,20515.40770992227,24355.689257709957,23271.90906050064,22788.886361861198,18861.65615261063,19165.251592043034,16653.02506800464,22899.482098346245,20058.957343513324,19583.30311009528,19534.153653702404,33890.200056336515,22184.809900015058,18840.60509948515,19424.824516138127,19950.881299472065,19592.382453371585,19747.575145239636,25318.28107577287,22032.671408147948,18457.435339068703,22258.659765123426,17203.424274239744,21882.025524941695,19443.94872207361,17279.138439701943,25184.045800712403,39933.71055209891,34260.47272650054,34613.2350514431,27374.20520034649,26475.563006926703,35721.47212866154,32861.70370087744,43630.256603277,33550.98119825014,32154.658241948106,48204.89054003466,34992.80699744543,38189.624141169865,32457.09143192367,41805.048798933225,37084.102123617566,32397.999637738056,32109.52478400881,31795.56472710596,38242.897752526624,31773.706679868985,32415.939433283955,33770.376866189996,29712.461166440844,24404.871838206112,31901.552437851133,42548.26260916828,40867.33509239891,21725.910160317195,30441.155020694154,31981.308727558742,31620.24512939613,35242.34750683497,24447.489339318123,21440.776866239932,32722.10858217427,23589.986611759185,28332.469772083143,22708.542026277195,34913.020221944695
